"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","KA1","KA2","MA1","MD1","OC1","OD1","REM","EQD"
"01002099999","2023-01-26T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","292,1,N,0065,1","99999,9,9,9","999999,9,9,9","-0107,1","-0137,1","10007,1",,,"99999,9,09995,1","5,1,002,1,+999,9","0080,1","9,99,0071,1,999","SYN004BUFR",
"01002099999","2023-01-28T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","076,1,N,0115,1","99999,9,9,9","999999,9,9,9","-0060,1","-0094,1","09923,1",,,"99999,9,09911,1","8,1,008,1,+999,9","0141,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-01-28T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","078,1,N,0095,1","99999,9,9,9","999999,9,9,9","-0052,1","-0092,1","09916,1",,,"99999,9,09905,1","6,1,007,1,+999,9","0125,1","9,99,0114,1,999","SYN004BUFR",
"01002099999","2023-01-30T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","108,1,N,0102,1","99999,9,9,9","999999,9,9,9","-0067,1","-0114,1","10085,1",,,"99999,9,10073,1","2,1,010,1,+999,9","0125,1","9,99,0109,1,999","SYN004BUFR",
"01002099999","2023-02-01T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","128,1,N,0061,1","99999,9,9,9","999999,9,9,9","-0094,1","-0139,1","10186,1",,,"99999,9,10174,1","2,1,009,1,+999,9","0073,1","9,99,0063,1,999","SYN004BUFR",
"01002099999","2023-02-02T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","101,1,N,0069,1","99999,9,9,9","999999,9,9,9","-0090,1","-0137,1","10190,1",,,"99999,9,10178,1","2,1,006,1,+999,9","0101,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-03T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","138,1,N,0075,1","99999,9,9,9","999999,9,9,9","-0129,1","-0189,1","10213,1",,,"99999,9,10201,1","2,1,004,1,+999,9","0083,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-05T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","144,1,N,0049,1","99999,9,9,9","999999,9,9,9","-0079,1","-0133,1","10197,1",,,"99999,9,10185,1","7,1,019,1,+999,9","0056,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-05T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","138,1,N,0191,1","99999,9,9,9","999999,9,9,9","-0064,1","-0080,1","09983,1",,,"99999,9,09971,1","8,1,027,1,+999,9","0221,1","9,99,0226,1,999","SYN004BUFR",
"01002099999","2023-02-07T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","245,1,N,0176,1","99999,9,9,9","999999,9,9,9","-0072,1","-0103,1","09663,1",,,"99999,9,09652,1","3,1,045,1,+999,9","0229,1","9,99,0207,1,999","SYN004BUFR",
"01002099999","2023-02-08T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","233,1,N,0217,1","99999,9,9,9","999999,9,9,9","-0065,1","-0114,1","09671,1",,,"99999,9,09660,1","3,1,022,1,+999,9","0259,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-08T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","142,1,N,0149,1","99999,9,9,9","999999,9,9,9","-0045,1","-0067,1","09484,1",,,"99999,9,09473,1","3,1,019,1,+999,9","0192,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-08T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","133,1,N,0150,1","99999,9,9,9","999999,9,9,9","-0045,1","-0062,1","09488,1",,,"99999,9,09476,1","2,1,004,1,+999,9","0165,1","9,99,0150,1,999","SYN004BUFR",
"01002099999","2023-02-11T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","054,1,N,0091,1","99999,9,9,9","999999,9,9,9","-0020,1","-0060,1","09797,1",,,"99999,9,09785,1","2,1,027,1,+999,9","0102,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-11T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","194,1,N,0029,1","99999,9,9,9","999999,9,9,9","-0054,1","-0074,1","09991,1",,,"99999,9,09979,1","3,1,004,1,+999,9",,"9,99,0029,1,999","SYN004BUFR",
"01002099999","2023-02-14T07:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","141,1,N,0095,1","99999,9,9,9","999999,9,9,9","-0112,1","-0144,1","10044,1","120,M,-0111,1","120,N,-0123,1","99999,9,10031,1","7,1,024,1,+999,9","0103,1","9,99,0095,1,999","SYN004BUFR",
"01002099999","2023-02-14T11:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","135,1,N,0180,1","99999,9,9,9","999999,9,9,9","-0090,1","-0110,1","10001,1","120,M,-0089,1","120,N,-0096,1","99999,9,09989,1","7,1,032,1,+999,9","0207,1","9,99,0188,1,999","SYN004BUFR",
"01002099999","2023-02-14T12:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","142,1,N,0171,1","99999,9,9,9","999999,9,9,9","-0082,1","-0103,1","09988,1","120,M,-0083,1","120,N,-0091,1","99999,9,09976,1","7,1,037,1,+999,9","0206,1","9,99,0188,1,999","SYN004BUFR",
"01002099999","2023-02-14T13:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","139,1,N,0179,1","99999,9,9,9","999999,9,9,9","-0080,1","-0097,1","09972,1","120,M,-0078,1","120,N,-0084,1","99999,9,09960,1","6,1,039,1,+999,9","0216,1","9,99,0192,1,999","SYN004BUFR",
"01002099999","2023-02-14T15:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","141,1,N,0192,1","99999,9,9,9","999999,9,9,9","-0072,1","-0091,1","09932,1","120,M,-0072,1","120,N,-0076,1","99999,9,09921,1","7,1,055,1,+999,9","0224,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-14T16:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","135,1,N,0179,1","99999,9,9,9","999999,9,9,9","-0064,1","-0079,1","09910,1","120,M,-0064,1","120,N,-0072,1","99999,9,09898,1","7,1,062,1,+999,9","0212,1","9,99,0192,1,999","SYN004BUFR",
"01002099999","2023-02-14T17:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","131,1,N,0201,1","99999,9,9,9","999999,9,9,9","-0062,1","-0075,1","09882,1","120,M,-0060,1","120,N,-0068,1","99999,9,09871,1","6,1,066,1,+999,9","0250,1","9,99,0219,1,999","SYN004BUFR",
"01002099999","2023-02-14T18:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","143,1,N,0183,1","99999,9,9,9","999999,9,9,9","-0057,1","-0073,1","09861,1",,,"99999,9,09849,1","7,1,072,1,+999,9","0231,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-14T19:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","141,1,N,0175,1","99999,9,9,9","999999,9,9,9","-0052,1","-0068,1","09843,1","120,M,-0051,1","120,N,-0058,1","99999,9,09831,1","8,1,067,1,+999,9","0201,1","9,99,0190,1,999","SYN004BUFR",
"01002099999","2023-02-14T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","141,1,N,0035,1","99999,9,9,9","999999,9,9,9","-0010,1","-0038,1","09836,1",,,"99999,9,09825,1","0,1,001,1,+999,9","0073,1","9,99,0082,1,999","SYN004BUFR",
"01002099999","2023-02-15T11:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","302,1,N,0110,1","99999,9,9,9","999999,9,9,9","-0027,1","-0053,1","09887,1","120,M,-0021,1","120,N,-0028,1","99999,9,09875,1","1,1,020,1,+999,9","0143,1","9,99,0126,1,999","SYN004BUFR",
"01002099999","2023-02-15T12:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","298,1,N,0102,1","99999,9,9,9","999999,9,9,9","-0032,1","-0063,1","09895,1","120,M,-0028,1","120,N,-0032,1","99999,9,09883,1","2,1,024,1,+999,9","0121,1","9,99,0126,1,999","SYN004BUFR",
"01002099999","2023-02-15T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","140,1,N,0009,1","99999,9,9,9","999999,9,9,9","-0049,1","-0082,1","09927,1",,,"99999,9,09915,1","2,1,003,1,+999,9",,"9,99,0013,1,999","SYN004BUFR",
"01002099999","2023-02-16T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","155,1,N,0053,1","99999,9,9,9","999999,9,9,9","-0070,1","-0104,1","09921,1",,,"99999,9,09909,1","6,1,007,1,+999,9","0055,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-17T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","220,1,N,0041,1","99999,9,9,9","999999,9,9,9","-0055,1","-0067,1","09726,1",,,"99999,9,09715,1","7,1,024,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-17T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","320,1,N,0125,1","99999,9,9,9","999999,9,9,9","-0075,1","-0094,1","09846,1",,,"99999,9,09834,1","2,1,054,1,+999,9","0151,1","9,99,0130,1,999","SYN004BUFR",
"01002099999","2023-02-18T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","312,1,N,0099,1","99999,9,9,9","999999,9,9,9","-0125,1","-0147,1","09983,1",,,"99999,9,09970,1","2,1,015,1,+999,9","0129,1","9,99,0109,1,999","SYN004BUFR",
"01002099999","2023-02-19T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","304,1,N,0066,1","99999,9,9,9","999999,9,9,9","-0124,1","-0166,1","10077,1",,,"99999,9,10064,1","3,1,008,1,+999,9","0101,1","9,99,0076,1,999","SYN004BUFR",
"01002099999","2023-02-20T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","193,1,N,0023,1","99999,9,9,9","999999,9,9,9","-0132,1","-0201,1","10088,1",,,"99999,9,10075,1","2,1,003,1,+999,9",,"3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-21T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","285,1,N,0096,1","99999,9,9,9","999999,9,9,9","-0054,1","-0078,1","10056,1",,,"99999,9,10044,1","7,1,004,1,+999,9","0117,1","9,99,0096,1,999","SYN004BUFR",
"01002099999","2023-02-22T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","135,1,N,0127,1","99999,9,9,9","999999,9,9,9","-0040,1","-0066,1","09964,1",,,"99999,9,09952,1","7,1,025,1,+999,9","0144,1","9,99,0133,1,999","SYN004BUFR",
"01002099999","2023-02-24T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","355,1,N,0095,1","99999,9,9,9","999999,9,9,9","-0017,1","-0023,1","09914,1",,,"99999,9,09902,1","2,1,014,1,+999,9","0108,1","9,99,0095,1,999","SYN004BUFR",
"01002099999","2023-02-25T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","191,1,N,0123,1","99999,9,9,9","999999,9,9,9","-0025,1","-0058,1","09798,1",,,"99999,9,09786,1","6,1,065,1,+999,9","0152,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-26T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","154,1,N,0131,1","99999,9,9,9","999999,9,9,9","-0012,1","-0046,1","09731,1",,,"99999,9,09719,1","6,1,067,1,+999,9","0155,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-02-27T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","289,1,N,0175,1","99999,9,9,9","999999,9,9,9","-0144,1","-0164,1","09975,1",,,"99999,9,09963,1","1,1,035,1,+999,9","0202,1","9,99,0182,1,999","SYN004BUFR",
"01002099999","2023-03-01T12:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","136,1,N,0069,1","99999,9,9,9","999999,9,9,9","-0109,1","-0156,1","09960,1","120,M,-0090,1","120,N,-0122,1","99999,9,09948,1","6,1,020,1,+999,9","0095,1","9,99,0103,1,999","SYN004BUFR",
"01002099999","2023-03-05T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","037,1,N,0114,1","99999,9,9,9","999999,9,9,9","-0135,1","-0175,1","10249,1",,,"99999,9,10236,1","2,1,011,1,+999,9","0144,1","9,99,0130,1,999","SYN004BUFR",
"01002099999","2023-03-06T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","027,1,N,0092,1","99999,9,9,9","999999,9,9,9","-0157,1","-0196,1","10283,1",,,"99999,9,10270,1","2,1,008,1,+999,9","0121,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-03-07T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","289,1,N,0161,1","99999,9,9,9","999999,9,9,9","-0125,1","-0144,1","10124,1",,,"99999,9,10112,1","6,1,061,1,+999,9","0203,1","9,99,0171,1,999","SYN004BUFR",
"01002099999","2023-03-10T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","036,1,N,0117,1","99999,9,9,9","999999,9,9,9","-0137,1","-0158,1","10062,1",,,"99999,9,10050,1",,"0153,1","9,99,0131,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01002099999","2023-03-12T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","074,1,N,0067,1","99999,9,9,9","999999,9,9,9","-0092,1","-0134,1","10096,1",,,"99999,9,10084,1","3,1,006,1,+999,9","0086,1","9,99,0071,1,999","SYN004BUFR",
"01002099999","2023-03-13T22:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","075,1,N,0109,1","99999,9,9,9","999999,9,9,9","-0134,1","-0173,1","10125,1",,,"99999,9,10112,1","2,1,004,1,+999,9","0132,1","9,99,0110,1,999","SYN004BUFR",
"01002099999","2023-03-14T00:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","079,1,N,0111,1","99999,9,9,9","999999,9,9,9","-0137,1","-0178,1","10124,1",,,"99999,9,10111,1","4,1,000,1,+999,9","0133,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-03-15T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","042,1,N,0066,1","99999,9,9,9","999999,9,9,9","-0178,1","-0228,1","10150,1",,,"99999,9,10137,1","2,1,005,1,+999,9","0082,1","9,99,0070,1,999","SYN004BUFR",
"01002099999","2023-03-20T17:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","339,1,N,0100,1","99999,9,9,9","999999,9,9,9","-0214,1","-0246,1","10058,1","120,M,-0210,1","120,N,-0215,1","99999,9,10045,1","2,1,007,1,+999,9","0127,1","9,99,0105,1,999","SYN004BUFR",
"01002099999","2023-03-20T18:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","341,1,N,0090,1","99999,9,9,9","999999,9,9,9","-0212,1","-0244,1","10059,1",,,"99999,9,10046,1","2,1,007,1,+999,9","0129,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-03-23T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","035,1,N,0062,1","99999,9,9,9","999999,9,9,9","-0189,1","-0213,1","10107,1",,,"99999,9,10094,1","5,1,000,1,+999,9","0079,1","9,99,0066,1,999","SYN004BUFR",
"01002099999","2023-03-24T12:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","024,1,N,0056,1","99999,9,9,9","999999,9,9,9","-0192,1","-0216,1","10100,1","120,M,-0188,1","120,N,-0193,1","99999,9,10088,1","2,1,012,1,+999,9","0070,1","3,99,9999,9,999","SYN004BUFR",
"01002099999","2023-03-24T13:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","022,1,N,0054,1","99999,9,9,9","999999,9,9,9","-0193,1","-0236,1","10108,1","120,M,-0191,1","120,N,-0195,1","99999,9,10095,1","3,1,019,1,+999,9","0069,1","9,99,0062,1,999","SYN004BUFR",
"01002099999","2023-03-26T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","323,1,N,0071,1","99999,9,9,9","999999,9,9,9","-0182,1","-0207,1","10216,1",,,"99999,9,10203,1",,"0080,1","9,99,0072,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01002099999","2023-03-28T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","278,1,N,0069,1","99999,9,9,9","999999,9,9,9","-0178,1","-0205,1","10235,1",,,"99999,9,10222,1","3,1,007,1,+999,9","0088,1","9,99,0087,1,999","SYN004BUFR",
"01002099999","2023-03-29T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","132,1,N,0065,1","99999,9,9,9","999999,9,9,9","-0167,1","-0206,1","10204,1",,,"99999,9,10191,1","7,1,014,1,+999,9","0068,1","9,99,0066,1,999","SYN004BUFR",
"01002099999","2023-03-31T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","119,1,N,0141,1","99999,9,9,9","999999,9,9,9","-0127,1","-0150,1","10143,1",,,"99999,9,10131,1","7,1,010,1,+999,9","0157,1","9,99,0144,1,999","SYN004BUFR",
"01002099999","2023-04-03T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","040,1,N,0074,1","99999,9,9,9","999999,9,9,9","-0222,1","-0248,1","10200,1",,,"99999,9,10187,1","2,1,019,1,+999,9","0090,1","9,99,0074,1,999","SYN004BUFR",
"01002099999","2023-04-04T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","101,1,N,0024,1","99999,9,9,9","999999,9,9,9","-0274,1","-0305,1","10299,1",,,"99999,9,10285,1",,,"9,99,0026,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01002099999","2023-04-06T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","123,1,N,0117,1","99999,9,9,9","999999,9,9,9","-0072,1","-0085,1","10042,1",,,"99999,9,10030,1","7,1,026,1,+999,9","0140,1","9,99,0159,1,999","SYN004BUFR",
"01002099999","2023-04-06T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","127,1,N,0016,1","99999,9,9,9","999999,9,9,9","-0020,1","-0029,1","09950,1",,,"99999,9,09938,1","8,1,007,1,+999,9",,"9,99,0017,1,999","SYN004BUFR",
"01002099999","2023-04-07T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","284,1,N,0125,1","99999,9,9,9","999999,9,9,9","-0180,1","-0206,1","10138,1",,,"99999,9,10125,1","3,1,025,1,+999,9","0167,1","9,99,0130,1,999","SYN004BUFR",
"01002099999","2023-04-08T21:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","286,1,N,0052,1","99999,9,9,9","999999,9,9,9","-0157,1","-0186,1","10214,1",,,"99999,9,10201,1",,"0060,1","3,99,9999,9,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01002099999","2023-04-15T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","092,1,N,0045,1","99999,9,9,9","999999,9,9,9","-0045,1","-0064,1","10213,1",,,"99999,9,10201,1","7,1,004,1,+999,9","0052,1","9,99,0048,1,999","SYN004BUFR",
"01002099999","2023-04-17T20:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","297,1,N,0078,1","99999,9,9,9","999999,9,9,9","-0069,1","-0093,1","10222,1",,,"99999,9,10210,1","3,1,030,1,+999,9","0125,1","9,99,0093,1,999","SYN004BUFR",
"01002099999","2023-04-18T23:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","213,1,N,0052,1","99999,9,9,9","999999,9,9,9","-0039,1","-0047,1","10001,1",,,"99999,9,09989,1","0,1,001,1,+999,9","0059,1","9,99,0054,1,999","SYN004BUFR",
"01002099999","2023-04-27T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","243,1,N,0027,1","99999,9,9,9","999999,9,9,9","-0139,1","-0162,1","10258,1","120,M,-0120,1","120,N,-0145,1","99999,9,10246,1",,,"9,99,0028,1,999","SYN004BUFR","Q014     3APCTENQ02.2    3APC3  "
"01002099999","2023-04-30T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","309,1,N,0025,1","99999,9,9,9","999999,9,9,9","-0194,1","-0220,1","10282,1",,,"99999,9,10269,1","3,1,021,1,+999,9","0072,1","9,99,0061,1,999","SYN004BUFR",
"01002099999","2023-05-09T06:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","131,1,N,0009,1","99999,9,9,9","999999,9,9,9","-0034,1","-0056,1","10157,1",,,"99999,9,10145,1",,,"9,99,0021,1,999","SYN004BUFR","Q014     3APCTENQ02.1    3APC3  "
"01002099999","2023-05-25T04:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","046,1,N,0060,1","99999,9,9,9","999999,9,9,9","-0009,1","-0013,1","09904,1","120,M,-0008,1","120,N,-0010,1","99999,9,09893,1","8,1,018,1,+999,9","0093,1","9,99,0081,1,999","SYN004BUFR",
"01002099999","2023-05-25T05:00:00","4","80.05","16.25","8.0","VERLEGENHUKEN, NO","FM-12","99999","V020","050,1,N,0059,1","99999,9,9,9","999999,9,9,9","-0007,1","-0013,1","09896,1","120,M,-0007,1","120,N,-0009,1","99999,9,09885,1","6,1,017,1,+999,9","0080,1","9,99,0065,1,999","SYN004BUFR",
